diagnostic_label,c_kappa,N,eligible_saved_replications,Exact,Under_only,Over_only,Mixed,modal_selected_rank,modal_count,selected_rank_distribution
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.505969713096359e-05,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,9.505969713096359e-05,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00011494396170520484,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00011494396170520484,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00013898754920589835,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00013898754920589835,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00014088005820983687,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00014088005820983687,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0001427983363589287,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0001427983363589287,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00014911912522179937,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00014911912522179937,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00015571969585851766,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00015571969585851766,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00015865715016927833,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00015865715016927833,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016165001582527853,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016165001582527853,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016455466501115213,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016455466501115213,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016751150712042211,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00016751150712042211,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00017120470500498792,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00017120470500498792,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00017497932840383052,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00017497932840383052,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00018375783260508085,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00018375783260508085,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00019297674389163856,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00019297674389163856,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00020373456237178305,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00020373456237178305,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00021509209383349139,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00021509209383349139,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0002265120832366218,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0002265120832366218,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00023853839970479335,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00023853839970479335,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00023938105570620136,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00023938105570620136,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00024022668845742238,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00024022668845742238,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00024348214786527915,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00024348214786527915,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0002467817240031473,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0002467817240031473,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00030109544596645433,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00030109544596645433,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00036736297206750135,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00036736297206750135,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00041959475404802174,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00041959475404802174,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00047925286708609715,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00047925286708609715,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.000490268336212228,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.000490268336212228,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0005015369922640971,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0005015369922640971,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0005631344439355152,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0005631344439355152,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0006322971322912389,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.0006322971322912389,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00632297132291239,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,0.00632297132291239,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0,50,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
OFFLINE EXISTING-CANDIDATE DIAGNOSTIC,1.0,100,12,0,12,0,0,"(0,0,0)",12,"{""(0,0,0)"": 12}"
